"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","POTATOES, FALL - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","POTATOES, FALL - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>VALUE</b>","POTATOES, FALL - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>CV (%)</b>"
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CLOTHIANIDIN = 44309)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","7,000","","0.102","","0.282","","2.8","","29",""
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYMETROZINE = 101103)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOLFENPYRAD = 90111)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","33,000","","","","","","","","96",""
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIQUAT DIBROMIDE = 32201)","7,000","","0.397","","0.523","","1.3","","16",""
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (PARAQUAT = 61601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","22,000","","0.134","","0.197","","1.5","","65",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","25,000","","0.318","","0.318","","1","","46",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","347,000","","0.775","","2.54","","3.3","","80",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","15,000","","0.272","","0.289","","1.1","","30",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","32,000","","0.338","","0.426","","1.3","","44",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXIDE = 25601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYAZOFAMID = 85651)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)","8,000","","0.118","","0.157","","1.3","","29",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPROCONAZOLE = 128993)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","6,000","","0.109","","0.109","","1","","30",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FAMOXADONE = 113202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENAMIDONE = 46679)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUAZINAM = 129098)","29,000","","0.243","","0.354","","1.5","","49",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","2,000","","0.027","","0.033","","1.3","","30",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","11,000","","0.091","","0.152","","1.7","","42",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUTOLANIL = 128975)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","7,000","","0.084","","0.157","","1.9","","26",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","495,000","","1.156","","3.385","","2.9","","86",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANDIPROPAMIDE TECHN = 36602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","24,000","","0.142","","0.187","","1.3","","76",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METIRAM = 14601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PCNB = 56502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPAMOCARB HYDROCH. = 119302)","26,000","","0.763","","1.671","","2.2","","9",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","20,000","","0.164","","0.359","","2.2","","33",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","36,000","","0.273","","0.492","","1.8","","42",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","244,000","","1.562","","5.943","","3.8","","24",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","1,472,000","","","","","","","","98",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIPHENYLTIN HYDROX. = 83601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZOXAMIDE = 101702)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, 2-EHE = 30063)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIMETHENAMID-P = 120051)","33,000","","0.758","","0.758","","1","","26",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (EPTC = 41401)","363,000","","2.226","","2.802","","1.3","","76",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","19,000","","0.325","","0.363","","1.1","","30",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","48,000","","0.884","","0.884","","1","","32",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (LINURON = 35506)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METOLACHLOR = 108801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)","52,000","","0.404","","0.51","","1.3","","60",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)","2,000","","0.022","","0.022","","1","","41",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)","28,000","","1.648","","1.648","","1","","10",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","662,000","","","","","","","","100",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","1,000","","0.016","","0.031","","1.9","","21",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)","2,000","","0.022","","0.054","","2.5","","22",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)","23,000","","0.346","","0.64","","1.9","","21",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETHOPROP = 41101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FIPRONIL = 129121)","6,000","","0.097","","0.097","","1","","38",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)","4,000","","0.083","","0.083","","1","","31",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","7,000","","0.095","","0.123","","1.3","","36",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (KAOLIN = 100104)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","2,000","","0.027","","0.039","","1.5","","35",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (OXAMYL = 103801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)","3,000","","0.137","","0.193","","1.4","","9",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYMETROZINE = 101103)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)","22,000","","0.257","","0.287","","1.1","","45",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)","9,000","","0.078","","0.155","","2","","34",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","10,000","","0.113","","0.135","","1.2","","43",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","205,000","","","","","","","","98",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)","5,858,000","","172.142","","172.142","","1","","20",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIQUAT DIBROMIDE = 32201)","22,000","","0.433","","0.461","","1.1","","28",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (MALEIC HYDRAZIDE, POTASSIUM SALT = 51503)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)","8,582,000","","174.099","","238.218","","1.4","","21",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (PARAQUAT = 61601)","5,000","","0.379","","0.379","","1","","8",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","14,517,000","","","","","","","","56",""
"SURVEY","2016","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","9,000","","0.131","","0.245","","1.9","","58",""
"SURVEY","2016","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","14,000","","0.168","","0.277","","1.7","","78",""
