"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","AVOCADOS, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","AVOCADOS, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","AVOCADOS, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","AVOCADOS, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","AVOCADOS, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","AVOCADOS, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","AVOCADOS, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","AVOCADOS, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","AVOCADOS, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","AVOCADOS, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ALUMINUM PHOSPHIDE = 66501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (KAOLIN = 100104)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","267,300","","21.784","","35.451","","1.6","","12",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM OIL = 63501)","12,300","","2.16","","2.16","","1","","9",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110008)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","100","","0.156","","0.167","","1.1","","1",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","280,500","","","","","","","","33",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (BROMADIOLONE = 112001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIPHACINONE = 67701)"," (Z)",""," (Z)",""," (Z)","","7.3","","2",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (STRYCHNINE = 76901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","300","","","","","","","","6",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (ZINC PHOSPHIDE = 88601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","44,000","","0.587","","1.521","","2.6","","44",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","900","","1.44","","2.022","","1.4","","1",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","2,400","","1.735","","2.543","","1.5","","1",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","59,800","","","","","","","","46",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","500","","0.018","","0.024","","1.3","","29",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ALUMINUM PHOSPHIDE = 66501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (KAOLIN = 100104)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","267,300","","21.784","","35.451","","1.6","","12",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM OIL = 63501)","12,300","","2.16","","2.16","","1","","9",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110008)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","100","","0.156","","0.167","","1.1","","1",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","280,500","","","","","","","","33",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (BROMADIOLONE = 112001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIPHACINONE = 67701)"," (Z)",""," (Z)",""," (Z)","","7.3","","2",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (STRYCHNINE = 76901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","300","","","","","","","","6",""
"SURVEY","2009","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (ZINC PHOSPHIDE = 88601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2005","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","35,800","","0.458","","1.846","","4","","31",""
"SURVEY","2005","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","7,600","","1.741","","2.475","","1.4","","5",""
"SURVEY","2005","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","44,800","","","","","","","","33",""
"SURVEY","2005","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","400","","0.017","","0.021","","1.2","","33",""
"SURVEY","2005","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","297,700","","26.452","","32.162","","1.2","","15",""
"SURVEY","2005","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SABADILLA = 2201)","100","","0.028","","0.033","","1.2","","3",""
"SURVEY","2005","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","600","","0.147","","0.183","","1.2","","5",""
"SURVEY","2005","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","299,200","","","","","","","","40",""
"SURVEY","2005","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIPHACINONE = 67701)","","","","","","","1.9","","4",""
"SURVEY","2005","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","800","","0.492","","0.809","","1.6","","2",""
"SURVEY","2005","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (STRYCHNINE = 76901)","","","0.001","","0.001","","1.5","","19",""
"SURVEY","2005","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","800","","","","","","","","24",""
"SURVEY","2003","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","27,700","","0.71","","1.88","","2.6","","25",""
"SURVEY","2003","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","8,700","","1.37","","2.57","","1.8","","6",""
"SURVEY","2003","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","36,700","","","","","","","","22",""
"SURVEY","2003","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","300","","0.02","","0.02","","1.1","","27",""
"SURVEY","2003","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","670,800","","26.51","","30.25","","1.1","","37",""
"SURVEY","2003","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","400","","0.15","","0.15","","1","","4",""
"SURVEY","2003","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","672,500","","","","","","","","49",""
"SURVEY","2003","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","400","","0.41","","0.43","","1","","1",""
"SURVEY","2003","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","600","","","","","","","","5",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","46,900","","","","","","","","24",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","800","","0.02","","0.06","","3.7","","23",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","1,058,200","","19.15","","55.39","","2.8","","32",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","1,059,600","","","","","","","","44",""
"SURVEY","2001","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","1,300","","","","","","","","6",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","101,200","","3.23","","19.86","","6.1","","8",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","2,900","","1.43","","7.6","","5.3","","",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","9,800","","5.84","","8.32","","1.4","","2",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","47,600","","0.48","","1.29","","2.6","","56",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","20,900","","1.35","","1.93","","1.4","","16",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","72,200","","","","","","","","58",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","300","","0.02","","0.02","","1","","19",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","6,100","","1.62","","1.99","","1.2","","5",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)","800","","0.15","","0.29","","1.9","","4",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","457,500","","30.59","","33.68","","1.1","","21",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SABADILLA = 2201)","200","","0.03","","0.03","","1.2","","11",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","465,200","","","","","","","","42",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","500","","0.35","","0.36","","1","","2",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (STRYCHNINE = 76901)","","","0.007","","0.02","","2.5","","2",""
"SURVEY","1999","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","500","","","","","","","","7",""
"SURVEY","1999","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","37,600","","0.44","","1.11","","2.5","","57",""
"SURVEY","1999","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","62,200","","","","","","","","59",""
"SURVEY","1999","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","300","","0.02","","0.02","","1","","21",""
"SURVEY","1999","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","457,500","","30.59","","33.68","","1.1","","23",""
"SURVEY","1999","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SABADILLA = 2201)","200","","0.03","","0.03","","1.2","","12",""
"SURVEY","1999","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","458,800","","","","","","","","37",""
"SURVEY","1999","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","600","","0.35","","0.36","","1","","3",""
"SURVEY","1999","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (STRYCHNINE = 76901)","","","0.007","","0.02","","2.5","","2",""
"SURVEY","1999","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","500","","","","","","","","8",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","101,200","","3.23","","19.86","","6.1","","85",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","2,900","","1.43","","7.6","","5.3","","6",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","9,800","","5.84","","8.32","","1.4","","20",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","121,600","","","","","","","","97",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","10,000","","0.8","","3.39","","4.2","","49",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","10,000","","","","","","","","49",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)","800","","0.15","","0.29","","1.9","","46",""
"SURVEY","1999","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","6,400","","","","","","","","90",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","95,800","","","","","","","","12",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","51,800","","0.51","","1.95","","3.8","","42",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","8,800","","1.76","","2.14","","1.2","","7",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","68,800","","","","","","","","44",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","4,600","","0.71","","1.4","","2","","5",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)","1,200","","0.15","","0.24","","1.6","","8",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","77,200","","16.7","","18.38","","1.1","","7",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SABADILLA = 2201)","700","","0.02","","0.05","","2","","24",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","84,300","","","","","","","","33",""
"SURVEY","1997","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","600","","","","","","","","20",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","4,600","","","","","","","","3",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","44,100","","0.54","","2.07","","3.8","","38",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","8,800","","1.76","","2.14","","1.2","","7",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","59,700","","","","","","","","39",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","30,500","","29.95","","48.71","","1.6","","1",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SABADILLA = 2201)","700","","0.02","","0.05","","2","","27",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","32,100","","","","","","","","28",""
"SURVEY","1997","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","600","","","","","","","","22",""
