"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","GRAPES, TABLE TYPE, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","GRAPES, TABLE TYPE, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","GRAPES, TABLE TYPE, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","GRAPES, TABLE TYPE, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","GRAPES, TABLE TYPE, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","GRAPES, TABLE TYPE, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","GRAPES, TABLE TYPE, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","GRAPES, TABLE TYPE, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","GRAPES, TABLE TYPE, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","GRAPES, TABLE TYPE, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","220,100","","","","","","","","82",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (BT KURSTAKI SA-12 = 6518)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)","357,800","","10.572","","11.624","","1.1","","26",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (ETHEPHON = 99801)","9,700","","0.267","","0.282","","1.1","","29",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)","4,200","","0.081","","0.211","","2.6","","17",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (FORCHLORFENURON = 128819)","7,200","","0.176","","0.227","","1.3","","27",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","12,200","","0.028","","0.119","","4.2","","87",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDAZIFLAM = 80818)","300","","0.046","","0.082","","1.8","","3",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (LAVANDULYL SENECIOAT = 36005)"," (Z)",""," (Z)","","0.001","","3","","44",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METHYL ANTHRANILATE = 128725)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METRAFENONE = 325)","10,200","","0.286","","0.424","","1.5","","20",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","508,300","","14.154","","18.65","","1.3","","23",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (S-ABSCISIC ACID = 272000)","1,900","","0.183","","0.202","","1.1","","8",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (STRYCHNINE = 76901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","GRAPES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","1,010,900","","","","","","","","90",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS MBI 600 = 129082)"," (NA)",""," (NA)",""," (NA)","","1.4","","25",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS PUMILUS = 6485)"," (NA)",""," (NA)",""," (NA)","","1.6","","29",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)"," (NA)",""," (NA)",""," (NA)","","1","","13",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","85,500","","1.013","","2.824","","2.8","","26",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BLAD = 30006)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","23,800","","0.217","","0.323","","1.5","","62",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BT SUBSP KURSTAKI EVB-113-19 = 6544)"," (NA)",""," (NA)",""," (NA)","","1.4","","16",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","1,653,900","","20.9","","26.769","","1.3","","52",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","605,200","","2.142","","7.305","","3.4","","70",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","44,300","","0.321","","0.534","","1.7","","70",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXIDE = 25601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)","2,600","","0.023","","0.04","","1.7","","57",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","23,200","","0.264","","0.424","","1.6","","46",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","300","","0.028","","0.029","","1","","8",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","24,300","","0.48","","0.544","","1.1","","38",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","12,900","","0.21","","0.315","","1.5","","35",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","10,500","","0.106","","0.192","","1.8","","46",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUTIANIL = 14018)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (KRESOXIM-METHYL = 129111)","5,500","","0.12","","0.183","","1.5","","26",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","7,000","","0.074","","0.158","","2.1","","38",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)","3,300","","0.068","","0.098","","1.4","","28",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)","362,900","","4.466","","7.44","","1.7","","41",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYDIFLUMETOFEN = 90110)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","12,100","","0.11","","0.164","","1.5","","62",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIOFENONE = 28828)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)","4,300","","0.075","","0.088","","1.2","","42",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","8,927,600","","5.361","","77.353","","14.4","","98",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)","7,000","","0.092","","0.142","","1.5","","42",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)","1,000","","0.039","","0.046","","1.2","","17",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","11,881,800","","","","","","","","98",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","13,000","","0.109","","0.208","","1.9","","53",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","4,600","","0.101","","0.127","","1.3","","31",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZIRAM = 34805)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLAZASULFURON = 119011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUAZIFOP-P-BUTYL = 122809)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","4,700","","0.305","","0.326","","1.1","","12",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","77,000","","1.178","","1.414","","1.2","","46",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","69,500","","1.978","","2.638","","1.3","","22",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","26,600","","1.095","","1.126","","1","","20",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","90,700","","2.704","","2.756","","1","","28",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PYRAFLUFEN-ETHYL = 30090)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)","1,500","","0.052","","0.058","","1.1","","22",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","287,600","","","","","","","","50",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","200","","0.016","","0.021","","1.3","","7",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEPHATE = 103301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)","1,300","","0.022","","0.032","","1.5","","33",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)"," (NA)",""," (NA)",""," (NA)","","1.1","","20",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BUPROFEZIN = 275100)","23,800","","0.423","","0.529","","1.3","","38",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","1,700","","0.069","","0.087","","1.3","","16",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CLOTHIANIDIN = 44309)","800","","0.103","","0.113","","1.1","","6",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CRYOLITE = 75101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)","2,100","","0.179","","0.256","","1.4","","7",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","22,900","","0.237","","0.379","","1.6","","51",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METAFLUMIZONE = 281250)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
