"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","MELONS, WATERMELON - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","MELONS, WATERMELON - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>VALUE</b>","MELONS, WATERMELON - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>CV (%)</b>"
"SURVEY","2016","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","300","","","","","","","","58",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AMETOCTRADIN = 119210)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","400","","0.09","","0.308","","3.4","","18",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","34,900","","1.098","","4.907","","4.5","","92",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","4,000","","0.505","","1.003","","2","","52",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXIDE = 25601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYAZOFAMID = 85651)","100","","0.075","","0.08","","1.1","","23",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIMETHOMORPH = 268800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","18,900","","0.905","","3.135","","3.5","","78",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)","1,400","","0.228","","0.282","","1.2","","66",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","74,600","","","","","","","","95",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMOXYNIL HEPTAN. = 128920)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMOXYNIL OCTANOATE = 35302)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ETHALFLURALIN = 113101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (MCPA, 2-ETHYLHEXYL = 30564)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","1,400","","","","","","","","59",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","400","","0.087","","0.103","","1.2","","57",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","1,000","","","","","","","","77",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MELONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","12,500","","1.115","","2.587","","2.3","","17",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","8,100","","0.321","","0.363","","1.1","","80",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYAZOFAMID = 85651)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENAMIDONE = 46679)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPICOLIDE = 27412)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","69,700","","1.618","","2.884","","1.8","","86",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANDIPROPAMIDE TECHN = 36602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPAMOCARB HYDROCH. = 119302)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","300","","0.099","","0.175","","1.8","","6",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","124,900","","","","","","","","90",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ZOXAMIDE = 101702)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BENSULIDE = 9801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","1,800","","0.097","","0.109","","1.1","","60",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DCPA = 78701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ETHALFLURALIN = 113101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ETHOFUMESATE = 110601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUAZIFOP-P-BUTYL = 122809)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","29,500","","","","","","","","89",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)","17,200","","0.98","","0.987","","1","","62",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","100","","0.098","","0.098","","1","","5",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHENOPODIUM AMBROSIO = 599995)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUBENDIAMIDE = 27602)","1,000","","0.045","","0.052","","1.2","","66",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","2,700","","0.117","","0.124","","1.1","","78",""
"SURVEY","2016","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MELONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (KAOLIN = 100104)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
